ABP.AX 01/03/17 14:15:59
DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJCLOSE
2012-06-25,577.299995,579.800026,570.37001,570.77002,76095600,73.948707
2012-06-22,579.040009,582.189987,575.420006,582.099998,71117900,75.416614
2012-06-21,585.439995,588.219978,577.440025,577.669991,81587800,74.842665
2012-06-20,588.209991,589.250015,580.799995,585.739975,89735800,75.888208
2012-06-19,583.400002,589.999992,583.100021,587.410027,90351100,76.104579
2012-06-18,570.959984,587.889984,570.37001,585.779976,110103000,75.893391
2012-06-15,570.999985,574.619987,569.550018,574.12999,83813800,74.384024
2012-06-14,571.23999,573.500015,567.259979,571.529984,86393300,74.047168
2012-06-13,574.520012,578.479996,570.379997,572.160011,73395000,74.128794
2012-06-12,574.459984,576.61998,566.70002,576.159996,108845100,74.64703
2012-06-11,587.719994,588.499985,570.62999,571.169975,147816200,74.000526
2012-06-08,571.599998,580.580017,568.999992,580.319984,86879100,75.185997
2012-06-07,577.290009,577.320023,570.50,571.720001,94941700,74.071787
2012-06-06,567.770004,573.849983,565.499992,571.460022,100363900,74.038104
2012-06-05,561.269989,566.470001,558.330002,562.830025,97053600,72.920005
2012-06-04,561.500008,567.499985,548.499977,564.289978,139248900,73.109156
2012-06-01,569.159996,572.650009,560.520012,560.989983,130246900,72.68161
2012-05-31,580.740021,581.499985,571.460022,577.730019,122918600,74.850442
2012-05-30,569.199997,579.98999,566.55999,579.169998,132357400,75.037005
2012-05-29,570.900009,574.00,565.309975,572.269974,95127200,74.143041
2012-05-25,564.590012,565.850014,558.469978,562.289986,82126800,72.850038
2012-05-24,575.870003,576.499977,561.229988,565.320015,124057500,73.242607
2012-05-23,557.500023,572.800026,553.230019,570.559975,146224400,73.921494
2012-05-22,569.550018,573.879997,552.580017,556.970024,173717600,72.160786
2012-05-21,534.499977,561.540009,534.04998,561.279976,157776500,72.719182
2012-05-18,533.959991,543.409981,522.180016,530.37999,183073100,68.715793
2012-05-17,545.309998,547.500008,530.12001,530.12001,179305000,68.682111
2012-05-16,554.050011,556.890022,541.039993,546.080002,140224000,70.74988
2012-05-15,561.45002,563.219994,551.749985,553.169991,119084000,71.668456
2012-05-14,562.569992,567.510025,557.599998,558.219986,88156600,72.322731
2012-05-11,565.000008,574.470024,564.350006,566.710007,99886500,73.422694
2012-05-10,574.579987,575.87999,568.43998,570.519974,83300000,73.916312
2012-05-09,563.700005,573.980026,560.850006,569.180023,120176000,73.742708
2012-05-08,569.579979,571.500023,558.730011,568.18,124313000,73.613146
2012-05-07,561.500008,572.770012,561.229988,569.480003,115029600,73.781574
2012-05-04,577.080017,578.359993,565.169998,565.25,132498100,73.233536
2012-05-03,590.499977,591.400024,580.300011,581.819992,97637400,75.380337
2012-05-02,580.239983,587.399986,578.859978,585.97998,106847300,75.919303
2012-05-01,584.900009,596.759987,581.230019,582.130013,152749800,75.420503
2012-04-30,597.800011,598.400024,582.999992,583.979988,126536200,75.660185
2012-04-27,605.069977,606.180016,600.499992,603.000023,101680600,78.124412
2012-04-26,614.269974,614.69001,602.12999,607.699997,134017100,78.733339
2012-04-25,615.639992,617.999992,605.999985,610.000023,226444400,79.031329
2012-04-24,562.609993,567.690002,554.999992,560.280006,269037300,72.589626
2012-04-23,570.610016,576.670021,556.620003,571.699974,241632300,74.069192
2012-04-20,591.379997,594.620018,570.419998,572.980003,257746300,74.235032
2012-04-19,600.219986,604.729996,584.519974,587.439987,208679800,76.108461
2012-04-18,613.720001,620.249977,602.709976,608.340012,238632800,78.816259
2012-04-17,578.93998,610.000023,571.910019,609.699989,256382000,78.992457
2012-04-16,610.059998,610.279976,578.249977,580.13002,262696700,75.161385
2012-04-13,624.109985,624.700012,603.509995,605.22998,214911200,78.413325
2012-04-12,624.999992,631.330017,620.500023,622.769981,153584200,80.685799
2012-04-11,636.199982,636.87001,623.339981,626.20002,174153700,81.130193
2012-04-10,639.93,644.00,626.000015,628.440018,222431300,81.420407
2012-04-09,626.130005,639.840012,625.300026,636.229996,149384200,82.429673
2012-04-05,626.980011,634.660027,623.400009,633.679977,160324500,82.099293
2012-04-04,624.349991,625.859985,617.000023,624.30999,143245200,80.885322
2012-04-03,627.300018,632.209984,622.510002,629.319984,208639900,81.534415
2012-04-02,601.830009,618.769997,600.37999,618.63002,149587900,80.149428
2012-03-30,608.769981,610.559982,597.939987,599.550011,182759500,77.67743
2012-03-29,612.780006,616.560013,607.230026,609.859993,152059600,79.013187
2012-03-28,618.379974,621.450005,610.30999,617.62001,163865100,80.018571
2012-03-27,606.180016,616.280006,606.060013,614.480019,151782400,79.611755
2012-03-26,599.790016,607.150024,595.259979,606.97998,148935500,78.640054
2012-03-23,600.490005,601.799995,594.399986,596.050011,107622200,77.223972
2012-03-22,597.779984,604.499977,595.529999,599.340019,155967700,77.650224
2012-03-21,602.73999,609.650002,601.410027,602.499985,161010500,78.059627
2012-03-20,599.51001,606.899979,591.480026,605.959984,204165500,78.507903
2012-03-19,598.37001,601.769981,589.050011,601.100006,225309000,77.878247
2012-03-16,584.719978,589.199974,577.999985,585.569984,206371900,75.866184
2012-03-15,599.609985,600.009995,578.550011,585.559998,289929500,75.86489
2012-03-14,578.050026,594.719994,575.399979,589.580009,354711000,76.385721
2012-03-13,557.540024,568.18,555.750023,568.099998,172713800,73.602781
2012-03-12,548.979988,551.999977,547.000023,551.999977,101820600,71.516869
2012-03-09,544.209999,547.740013,543.110001,545.170021,104729800,70.631983
2012-03-08,534.689995,542.989998,532.120003,541.989975,129114300,70.219978
2012-03-07,536.800003,537.779999,523.299988,530.69001,199630200,68.755959
2012-03-06,523.659996,533.690025,516.219986,530.259987,202559700,68.700246
2012-03-05,545.420013,547.47998,526.000023,533.160027,202281100,69.075974
2012-03-02,544.240013,546.800018,542.519974,545.180008,107928100,70.633277
2012-03-01,548.169983,548.209984,538.769981,544.469978,170817500,70.541286
2012-02-29,541.560005,547.610023,535.700005,542.440025,238002800,70.278286
2012-02-28,527.960014,535.410011,525.850006,535.410011,150096800,69.367481
2012-02-27,521.309982,528.50,516.280014,525.760017,136895500,68.117232
2012-02-24,519.669998,522.899979,518.640015,522.409981,103768000,67.683203
2012-02-23,515.079987,517.830009,509.499992,516.389977,142006900,66.903253
2012-02-22,513.079994,515.489983,509.070023,513.039993,120825600,66.469231
2012-02-21,506.880013,514.850021,504.120003,514.850021,151398800,66.703738
2012-02-17,503.109993,507.77002,500.299995,502.12001,133951300,65.054443
2012-02-16,491.500008,504.890007,486.62999,502.209999,236138000,65.066102
2012-02-15,514.259995,526.290016,496.889984,497.669975,376530000,64.477899
2012-02-14,504.659988,509.56002,502.000008,509.459991,115099600,66.005408
2012-02-13,499.529991,503.830009,497.089989,502.600021,129304000,65.116633
2012-02-10,490.960022,497.619987,488.54998,493.419998,157825500,63.927273
2012-02-09,480.760002,496.750008,480.559998,493.170006,221053700,63.894885
2012-02-08,470.500008,476.789978,469.699989,476.680016,101972500,61.758449
2012-02-07,465.250008,469.749977,464.579979,468.830009,79055900,60.741406
2012-02-06,458.379997,464.979988,458.20002,463.969978,62353200,60.111742
2012-02-03,457.300026,460.000008,455.560013,459.68,71649900,59.555934
2012-02-02,455.899994,457.169983,453.980003,455.120003,46699100,58.965143
2012-02-01,458.410011,458.989998,455.550026,456.189987,67511500,59.10377
2012-01-31,455.589973,458.240021,453.070023,456.47998,97920900,59.141341
2012-01-30,445.709988,453.900002,445.390007,453.009995,94835300,58.691771
2012-01-27,444.339996,448.480011,443.769997,447.28001,74927300,57.949397
2012-01-26,448.360008,448.789978,443.139996,444.62999,80996300,57.606062
2012-01-25,454.439987,454.449974,443.729996,446.659996,239578500,57.869069
2012-01-24,425.10001,425.10001,419.550003,420.409996,136909500,54.46813
2012-01-23,422.669994,428.449993,422.299999,427.409996,76515600,55.375047
2012-01-20,427.489998,427.500011,419.750008,420.300007,103493600,54.45388
2012-01-19,430.150005,431.370007,426.510002,427.750004,65434600,55.419098
2012-01-18,426.959999,429.46999,426.300011,429.110008,69197800,55.5953
2012-01-17,424.199989,425.98999,422.959988,424.700001,60724300,55.023941
2012-01-13,419.699993,420.449997,418.659996,419.810009,56505400,54.390396
2012-01-12,422.279999,422.900013,418.750011,421.389992,53146800,54.595098
2012-01-11,422.680008,422.849998,419.309998,422.549992,53771200,54.745387
2012-01-10,425.909988,426.000004,421.500008,423.239994,64549100,54.834784
2012-01-09,425.499992,427.750004,421.349991,421.73,98506100,54.639149
2012-01-06,419.770008,422.749996,419.220009,422.400002,79573200,54.725955
2012-01-05,414.950005,418.550007,412.670006,418.029995,67817400,54.159778
2012-01-04,410.000011,414.680012,409.279995,413.44001,65005500,53.565102
2012-01-03,409.399998,412.499989,408.999989,411.23,75555200,53.278774
